group_id,pool,label,src_class,n_files,path
33328,B,moderate,moderate,2,data/images/train/moderate/16795_1.jpg
33328,B,moderate,moderate,2,data/images/train/moderate/17046_1.jpg
33362,B,low,moderate,1,data/images/train/moderate/16841_1.jpg
33383,B,moderate,moderate,2,data/images/train/moderate/16864_1.jpg
33383,B,moderate,moderate,2,data/images/train/moderate/17059_1.jpg
33507,B,low,moderate,1,data/images/train/moderate/17020_1.jpg
33545,B,moderate,moderate,1,data/images/train/moderate/17066_1.jpg
33578,B,high,moderate,1,data/images/train/moderate/17108_1.jpg
33579,B,low,moderate,1,data/images/train/moderate/17109_1.jpg
33585,B,low,moderate,1,data/images/train/moderate/17120_1.jpg
33593,B,low,moderate,1,data/images/train/moderate/17131_1.jpg
33616,B,moderate,moderate,1,data/images/train/moderate/17161_1.jpg
33708,B,high,moderate,1,data/images/train/moderate/17267_1.jpg
33728,B,low,moderate,1,data/images/train/moderate/17288_1.jpg
33741,B,moderate,moderate,2,data/images/train/moderate/17301_1.jpg
33741,B,moderate,moderate,2,data/images/train/moderate/18728_1.jpg
33781,B,moderate,moderate,1,data/images/train/moderate/17342_1.jpg
33804,B,low,moderate,1,data/images/train/moderate/17367_1.jpg
33812,B,low,moderate,2,data/images/train/moderate/17375_1.jpg
33812,B,low,moderate,2,data/images/train/moderate/17569_1.jpg
33824,B,low,moderate,1,data/images/train/moderate/17387_1.jpg
33841,B,moderate,moderate,1,data/images/train/moderate/17404_1.jpg
33867,B,low,moderate,1,data/images/train/moderate/17430_1.jpg
33889,B,low,moderate,1,data/images/train/moderate/17452_1.jpg
33893,B,low,moderate,1,data/images/train/moderate/17456_1.jpg
33932,B,low,moderate,1,data/images/train/moderate/17496_1.jpg
33943,B,low,moderate,1,data/images/train/moderate/17508_1.jpg
33986,B,low,moderate,1,data/images/train/moderate/17552_1.jpg
34003,B,low,moderate,1,data/images/train/moderate/17571_1.jpg
34020,B,moderate,moderate,1,data/images/train/moderate/17590_1.jpg
34022,B,moderate,moderate,1,data/images/train/moderate/17592_1.jpg
34027,B,low,moderate,1,data/images/train/moderate/17598_1.jpg
34031,B,moderate,moderate,1,data/images/train/moderate/17602_1.jpg
34036,B,low,moderate,3,data/images/train/moderate/17607_1.jpg
34036,B,low,moderate,3,data/images/train/moderate/17857_1.jpg
34036,B,low,moderate,3,data/images/train/moderate/19639.jpg
34037,B,low,moderate,1,data/images/train/moderate/17608_1.jpg
34039,B,low,moderate,2,data/images/train/moderate/17610_1.jpg
34039,B,low,moderate,2,data/images/train/moderate/19438.jpg
34072,B,high,moderate,1,data/images/train/moderate/17643_1.jpg
34075,B,moderate,moderate,1,data/images/train/moderate/17646_1.jpg
34080,B,low,moderate,1,data/images/train/moderate/17651_1.jpg
34084,B,low,moderate,1,data/images/train/moderate/17655_1.jpg
34085,B,low,moderate,1,data/images/train/moderate/17656_1.jpg
34115,B,low,moderate,1,data/images/train/moderate/17687_1.jpg
34161,B,low,moderate,1,data/images/train/moderate/17736_1.jpg
34181,B,low,moderate,1,data/images/train/moderate/17757_1.jpg
34194,B,low,moderate,1,data/images/train/moderate/17771_1.jpg
34208,B,low,moderate,1,data/images/train/moderate/17787_1.jpg
34212,B,moderate,moderate,1,data/images/train/moderate/17793_1.jpg
34246,B,moderate,moderate,1,data/images/train/moderate/17828_1.jpg
34250,B,moderate,moderate,1,data/images/train/moderate/17832_1.jpg
34268,B,low,moderate,1,data/images/train/moderate/17850_1.jpg
34277,B,moderate,moderate,1,data/images/train/moderate/17860_1.jpg
34288,B,low,moderate,1,data/images/train/moderate/17872_1.jpg
34304,B,low,moderate,2,data/images/train/moderate/17890_1.jpg
34304,B,low,moderate,2,data/images/train/moderate/18429_1.jpg
34306,B,moderate,moderate,1,data/images/train/moderate/17892_1.jpg
34315,B,moderate,moderate,1,data/images/train/moderate/17901_1.jpg
34324,B,low,moderate,1,data/images/train/moderate/17912_1.jpg
34351,B,moderate,moderate,1,data/images/train/moderate/17940_1.jpg
34360,B,low,moderate,1,data/images/train/moderate/17950_1.jpg
34375,B,high,moderate,1,data/images/train/moderate/17965_1.jpg
34387,B,low,moderate,1,data/images/train/moderate/17980_1.jpg
34404,B,low,moderate,1,data/images/train/moderate/17998_1.jpg
34413,B,moderate,moderate,1,data/images/train/moderate/18008_1.jpg
34415,B,low,moderate,1,data/images/train/moderate/18010_1.jpg
34426,B,low,moderate,2,data/images/train/moderate/18022_1.jpg
34426,B,low,moderate,2,data/images/train/moderate/19846.jpg
34437,B,moderate,moderate,1,data/images/train/moderate/18034_1.jpg
34496,B,moderate,moderate,2,data/images/train/moderate/18099_1.jpg
34496,B,moderate,moderate,2,data/images/train/moderate/18421_1.jpg
34505,B,moderate,moderate,2,data/images/train/moderate/18109_1.jpg
34505,B,moderate,moderate,2,data/images/train/moderate/18184_1.jpg
34536,B,low,moderate,1,data/images/train/moderate/18143_1.jpg
34628,B,moderate,moderate,1,data/images/train/moderate/18244_1.jpg
34646,B,high,moderate,1,data/images/train/moderate/18266_1.jpg
34647,B,moderate,moderate,2,data/images/train/moderate/18267_1.jpg
34647,B,moderate,moderate,2,data/images/train/moderate/19111_1.jpg
34656,B,low,moderate,1,data/images/train/moderate/18277_1.jpg
34658,B,high,moderate,1,data/images/train/moderate/18280_1.jpg
34665,B,moderate,moderate,1,data/images/train/moderate/18287_1.jpg
34683,B,low,moderate,1,data/images/train/moderate/18310_1.jpg
34704,B,low,moderate,1,data/images/train/moderate/18333_1.jpg
34710,B,moderate,moderate,1,data/images/train/moderate/18340_1.jpg
34728,B,low,moderate,1,data/images/train/moderate/18362_1.jpg
34752,B,high,moderate,1,data/images/train/moderate/18391_1.jpg
34753,B,low,moderate,1,data/images/train/moderate/18392_1.jpg
34798,B,low,moderate,1,data/images/train/moderate/18442_1.jpg
34871,B,low,moderate,2,data/images/train/moderate/18525_1.jpg
34871,B,low,moderate,2,data/images/train/moderate/18778_1.jpg
34879,B,low,moderate,2,data/images/train/moderate/18533_1.jpg
34879,B,low,moderate,2,data/images/train/moderate/19676.jpg
34902,B,moderate,moderate,1,data/images/train/moderate/18557_1.jpg
34966,B,low,moderate,1,data/images/train/moderate/18638_1.jpg
34967,B,high,moderate,1,data/images/train/moderate/18639_1.jpg
34982,B,high,moderate,1,data/images/train/moderate/18654_1.jpg
35004,B,low,moderate,1,data/images/train/moderate/18677_1.jpg
35029,B,moderate,moderate,1,data/images/train/moderate/18709_1.jpg
35032,B,moderate,moderate,1,data/images/train/moderate/18712_1.jpg
35045,B,low,moderate,1,data/images/train/moderate/18726_1.jpg
35065,B,low,moderate,1,data/images/train/moderate/18748_1.jpg
35080,B,low,moderate,1,data/images/train/moderate/18765_1.jpg
35083,B,low,moderate,1,data/images/train/moderate/18769_1.jpg
35086,B,moderate,moderate,2,data/images/train/moderate/18772_1.jpg
35086,B,moderate,moderate,2,data/images/train/moderate/19469.jpg
35096,B,moderate,moderate,1,data/images/train/moderate/18785_1.jpg
35099,B,low,moderate,1,data/images/train/moderate/18790_1.jpg
35138,B,low,moderate,1,data/images/train/moderate/18834_1.jpg
35140,B,low,moderate,1,data/images/train/moderate/18837_1.jpg
35141,B,moderate,moderate,1,data/images/train/moderate/18838_1.jpg
35154,B,low,moderate,1,data/images/train/moderate/18852_1.jpg
35169,B,high,moderate,1,data/images/train/moderate/18869_1.jpg
35184,B,low,moderate,1,data/images/train/moderate/18885_1.jpg
35206,B,low,moderate,1,data/images/train/moderate/18909_1.jpg
35209,B,low,moderate,1,data/images/train/moderate/18912_1.jpg
35233,B,moderate,moderate,1,data/images/train/moderate/18939_1.jpg
35246,B,moderate,moderate,1,data/images/train/moderate/18953_1.jpg
35250,B,moderate,moderate,1,data/images/train/moderate/18957_1.jpg
35265,B,moderate,moderate,1,data/images/train/moderate/18975_1.jpg
35302,B,low,moderate,1,data/images/train/moderate/19022_1.jpg
35307,B,low,moderate,1,data/images/train/moderate/19029_1.jpg
35324,B,low,moderate,1,data/images/train/moderate/19050_1.jpg
35325,B,low,moderate,1,data/images/train/moderate/19051_1.jpg
35346,B,moderate,moderate,1,data/images/train/moderate/19075_1.jpg
35359,B,low,moderate,1,data/images/train/moderate/19091_1.jpg
35367,B,low,moderate,1,data/images/train/moderate/19099_1.jpg
35402,B,low,moderate,1,data/images/train/moderate/19141_1.jpg
35432,B,low,moderate,1,data/images/train/moderate/19173_1.jpg
35433,B,low,moderate,1,data/images/train/moderate/19175_1.jpg
35465,B,low,moderate,1,data/images/train/moderate/19216_1.jpg
35516,B,low,moderate,1,data/images/train/moderate/19278_1.jpg
35541,B,low,moderate,1,data/images/train/moderate/19311_1.jpg
35546,B,low,moderate,1,data/images/train/moderate/19318_1.jpg
35601,B,low,moderate,1,data/images/train/moderate/19379.jpg
35603,B,low,moderate,1,data/images/train/moderate/19381.jpg
35644,B,moderate,moderate,1,data/images/train/moderate/19431.jpg
35660,B,moderate,moderate,1,data/images/train/moderate/19449.jpg
35689,B,low,moderate,1,data/images/train/moderate/19740.jpg
